iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,rwd_sparse,rwd_dense,success_rate,num_samples,time_VF,VF_error_before,VF_error_after,eval_score
71,2.589688539505005,-563.7902148471165,30.171031478950553,-519.0510354556031,-632.8937194341026,1.008228705078108,0.05,0.06344223022460938,0.5074846744537354,0.024919976,0.05185734,-562.0297092514569,-0.09349810366792856,-2.317511427477901,0.0,10319,1.4164555072784424,0.004843994302001562,0.004171226345727838,-573.223810715682
72,2.869530200958252,-564.7493743215678,31.04803276707529,-517.0477187430972,-665.0418671673671,1.0515629471513013,0.05,0.030885696411132812,0.8166742324829102,0.025071483,0.047032528,-562.301675758468,-0.09379489232158114,-2.322139585453516,0.0,10617,1.7115683555603027,0.004259127347829342,0.003925349314395382,-563.054474675065
73,2.95845627784729,-573.28188758982,31.04950035558806,-514.925464935613,-655.1436174588092,1.0798028093032528,0.05,0.11841082572937012,0.45413684844970703,0.025190014,0.04719324,-563.3996969416032,-0.09779856359445957,-2.364730630765906,0.0,11168,1.673893690109253,0.004407493896748844,0.004220033000832781,-563.7686073500178
74,3.226529359817505,-568.3091853475876,31.17428209068653,-516.2563739756114,-672.2946230556978,1.1105949366804961,0.05,0.028807640075683594,0.49298763275146484,0.025055178,0.044165406,-563.8906457822017,-0.09691480733337232,-2.339953956312987,0.0,11078,1.7193338871002197,0.004095731546492737,0.0038221730692664223,-559.630142605528
75,3.067338705062866,-573.1775050190286,34.45008947825185,-512.866593192863,-675.985982362873,1.1079397942681333,0.05,0.03891873359680176,0.4632449150085449,0.0253359,0.04530875,-564.8193317058843,-0.0960399961575558,-2.3643626538535853,0.0,11466,1.6080832481384277,0.004771439359677602,0.00450225945518489,-561.6963897949685
76,2.910923719406128,-578.8044752655693,32.82764879891981,-516.8756877173408,-673.3165872268171,1.1478315680168973,0.05,0.055701494216918945,0.5930585861206055,0.024635619,0.0435421,-566.2178460618528,-0.0989815027069065,-2.3924179853477683,0.0,11909,1.805985450744629,0.004159207049457648,0.0040314852947322104,-554.2173504753397
77,3.000706195831299,-575.6317689851131,36.02068635782357,-512.6975648883764,-689.3088288775399,1.1792063403167508,0.05,0.07889461517333984,0.6799850463867188,0.025439955,0.04191166,-567.1592383541789,-0.09833392836840008,-2.376622762455029,0.0,11777,1.6505625247955322,0.004501333790837465,0.004348099032628204,-561.9060723623107
78,3.628739356994629,-574.0429653652292,48.39277325929176,-195.7130157160831,-699.3648607549363,1.0405375658406881,0.05,0.04277229309082031,0.4567878246307373,0.024884274,0.06551267,-567.847611055284,-0.09925556826075985,-2.368532785123017,0.0,11903,1.5646731853485107,0.017082760456649467,0.015560635933417099,-552.8901225361709
79,3.2281572818756104,-568.5579223908366,61.954347570747295,-165.01706488224875,-673.9428283628888,1.0095131675712914,0.05,0.044812917709350586,0.7198266983032227,0.024917608,0.06202297,-567.9186421888393,-0.09647897092501016,-2.3620983953519206,0.0,12078,1.9142580032348633,0.02849242555544551,0.026272408382735087,-560.9863008004176
80,3.2339088916778564,-577.3728482232249,64.12384756708889,-145.11926567488726,-691.0127650045564,1.1597173658024795,0.05,0.02066636085510254,0.5706334114074707,0.024791628,0.0458072,-568.8640627922779,-0.10097212377879074,-2.406197249047721,0.0,13028,2.117506265640259,0.026797807895867293,0.025438417873171124,-553.6686893307015
81,3.2254488468170166,-568.9836060919503,60.43887549161659,-155.83320281035836,-669.6233654408021,1.1175878843851759,0.05,0.014276504516601562,0.5499718189239502,0.025075553,0.051342923,-568.8760171222451,-0.09785401503085242,-2.343365017392068,0.0,12276,1.4997079372406006,0.02738932731914572,0.025904714472063783,-559.0468362888859
